DataZone,SubHSCP,SubHSCPName,CA,HSCP,HB,Country
S01007752,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007753,PT0000006,Dundee East End,S12000042,S37000007,S08000030,S92000003
S01007754,PT0000006,Dundee East End,S12000042,S37000007,S08000030,S92000003
S01007755,PT0000006,Dundee East End,S12000042,S37000007,S08000030,S92000003
S01007756,PT0000006,Dundee East End,S12000042,S37000007,S08000030,S92000003
S01007757,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007758,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007759,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007760,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007761,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007762,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007763,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007764,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007765,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007766,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007767,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007768,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007769,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007770,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007771,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007772,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007773,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007774,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007775,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007776,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007777,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007778,PT0000012,The Ferry,S12000042,S37000007,S08000030,S92000003
S01007779,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007780,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007781,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007782,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007783,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007784,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007785,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007786,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007787,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007788,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007789,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007790,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007791,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007792,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007793,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007794,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007795,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007796,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007797,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007798,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007799,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007800,PT0000006,Dundee East End,S12000042,S37000007,S08000030,S92000003
S01007801,PT0000006,Dundee East End,S12000042,S37000007,S08000030,S92000003
S01007802,PT0000006,Dundee East End,S12000042,S37000007,S08000030,S92000003
S01007803,PT0000006,Dundee East End,S12000042,S37000007,S08000030,S92000003
S01007804,PT0000006,Dundee East End,S12000042,S37000007,S08000030,S92000003
S01007805,PT0000006,Dundee East End,S12000042,S37000007,S08000030,S92000003
S01007806,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007807,PT0000007,Dundee North East,S12000042,S37000007,S08000030,S92000003
S01007808,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007809,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007810,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007811,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007812,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007813,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007814,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007815,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007816,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007817,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007818,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007819,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007820,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007821,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007822,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007823,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007824,PT0000005,Coldside,S12000042,S37000007,S08000030,S92000003
S01007825,PT0000005,Coldside,S12000042,S37000007,S08000030,S92000003
S01007826,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007827,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007828,PT0000005,Coldside,S12000042,S37000007,S08000030,S92000003
S01007829,PT0000005,Coldside,S12000042,S37000007,S08000030,S92000003
S01007830,PT0000005,Coldside,S12000042,S37000007,S08000030,S92000003
S01007831,PT0000005,Coldside,S12000042,S37000007,S08000030,S92000003
S01007832,PT0000005,Coldside,S12000042,S37000007,S08000030,S92000003
S01007833,PT0000005,Coldside,S12000042,S37000007,S08000030,S92000003
S01007834,PT0000008,Dundee West End,S12000042,S37000007,S08000030,S92000003
S01007835,PT0000008,Dundee West End,S12000042,S37000007,S08000030,S92000003
S01007836,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007837,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007838,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007839,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007840,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007841,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007842,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007843,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007844,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007845,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007846,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007847,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007848,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007849,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007850,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007851,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007852,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007853,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007854,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007855,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007856,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007857,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007858,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007859,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007860,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007861,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007862,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007863,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007864,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007865,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007866,PT0000011,Strathmartine,S12000042,S37000007,S08000030,S92000003
S01007867,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007868,PT0000009,Lochee,S12000042,S37000007,S08000030,S92000003
S01007869,PT0000008,Dundee West End,S12000042,S37000007,S08000030,S92000003
S01007870,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007871,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007872,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007873,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007874,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007875,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007876,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007877,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007878,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007879,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007880,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007881,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007882,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007883,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007884,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007885,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007886,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007887,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007888,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007889,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007890,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007891,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007892,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007893,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007894,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007895,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007896,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007897,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007898,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007899,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007900,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007901,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007902,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007903,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007904,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007905,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007906,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007907,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007908,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007909,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007910,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007911,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007912,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007913,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007914,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007915,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007916,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007917,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007918,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007919,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007920,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007921,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007922,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007923,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007924,PA0000003,Southern,S12000008,S37000008,S08000015,S92000003
S01007925,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007926,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007927,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007928,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007929,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007930,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007931,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007932,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007933,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007934,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007935,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007936,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007937,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007938,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007939,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007940,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007941,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007942,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007943,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007944,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007945,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007946,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007947,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007948,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007949,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007950,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007951,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007952,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007953,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007954,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01007955,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007956,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007957,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007958,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007959,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007960,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007961,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007962,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007963,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007964,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007965,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007966,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007967,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007968,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007969,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007970,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007971,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007972,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007973,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007974,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007975,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007976,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007977,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007978,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007979,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007980,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007981,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007982,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007983,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007984,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007985,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007986,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007987,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007988,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007989,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007990,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007991,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007992,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007993,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007994,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007995,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007996,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007997,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007998,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01007999,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008000,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008001,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008002,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008003,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008004,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008005,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008006,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008007,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008008,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008009,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008010,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008011,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008012,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008013,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008014,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008015,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008016,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008017,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008018,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008019,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008020,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008021,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008022,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008023,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008024,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008025,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008026,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008027,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008028,PA0000001,Kilmarnock,S12000008,S37000008,S08000015,S92000003
S01008029,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01008030,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01008031,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01008032,PA0000002,Northern,S12000008,S37000008,S08000015,S92000003
S01008163,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008164,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008165,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008166,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008167,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008168,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008169,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008170,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008171,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008172,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008173,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008174,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008175,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008176,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008177,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008178,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008179,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008180,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008181,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008182,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008183,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008184,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008185,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008186,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008187,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008188,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008189,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008190,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008191,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008192,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008193,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008194,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008195,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008196,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008197,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008198,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008199,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008200,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008201,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008202,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008203,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008204,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008205,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008206,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008207,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008208,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008209,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008210,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008211,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008212,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008213,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008214,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008215,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008216,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008217,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008218,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008219,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008220,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008221,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008222,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008223,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008224,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008225,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008226,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008227,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008228,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008229,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008230,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008231,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008232,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008233,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008234,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008235,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008236,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008237,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008238,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008239,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008240,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008241,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008242,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008243,PS0000001,East Lothian East,S12000010,S37000010,S08000024,S92000003
S01008244,PS0000001,East Lothian East,S12000010,S37000010,S08000024,S92000003
S01008245,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008246,PS0000002,East Lothian West,S12000010,S37000010,S08000024,S92000003
S01008247,PS0000001,East Lothian East,S12000010,S37000010,S08000024,S92000003
S01008248,PS0000001,East Lothian East,S12000010,S37000010,S08000024,S92000003
S01008249,PS0000001,East Lothian East,S12000010,S37000010,S08000024,S92000003
S01008250,PS0000001,East Lothian East,S12000010,S37000010,S08000024,S92000003
S01008251,PS0000001,East Lothian East,S12000010,S37000010,S08000024,S92000003
S01008252,PS0000001,East Lothian East,S12000010,S37000010,S08000024,S92000003
S01008253,PS0000001,East Lothian East,S12000010,S37000010,S08000024,S92000003
S01008254,PS0000001,East Lothian East,S12000010,S37000010,S08000024,S92000003
S01008255,PS0000001,East Lothian East,S12000010,S37000010,S08000024,S92000003
